Conversation	Speaker	Transcript
Spoken_3	Clerk	yeah there 's the <pizza_type> veggie supreme </pizza_type> has mozzarella <topping> green peppers red onions mushrooms </topping> and <topping> black olives </topping>
Spoken_3	User	mmm i do n't really like black <topping> olives </topping> can i have a <pizza_type> veggie supreme </pizza_type> without black <topping> olives </topping>
Spoken_3	Clerk	yeah that 's totally fine um additionally if you want any other toppings uh we can add some <pizza_type> cheese meat </pizza_type> or veggies um is there any type of cheese you might prefer to mozzarella we have <topping> cheddar </topping> and <topping> swiss </topping>
Spoken_3	User	um [ pause ] i think i prefer <topping> swiss </topping>
Spoken_3	Clerk	<topping> swiss </topping> it is great and that is gon na be uh a dollar fifty um to upgrade to swiss is that okay
Spoken_3	User	um that 's fine
Spoken_3	Clerk	great um also we have some different pizza crusts we have <crust> thin regular deep dish </crust> and <crust> gluten free </crust> um
Spoken_3	User	uh-huh
Spoken_3	Clerk	which one would you like
Spoken_3	User	uh is there a price difference
Spoken_3	Clerk	there is um the thin and regular are the cheapest um the <crust> deep dish </crust> is a couple extra dollars and <crust> gluten free </crust> is the most expensive
Spoken_3	User	um i think i 'd like the <crust> thin </crust> i mean i mean the <crust> regular </crust>
Spoken_3	Clerk	the regular sounds good ca n't go wrong with that
Spoken_3	User	right
Spoken_3	Clerk	um what size would you like
Spoken_3	User	uh um i 'll have your uh smallest size
Spoken_3	Clerk	great the smallest size is going to be a <size> small </size> that 's ten inches and would you like any sides with that we 've <side> got breadsticks cheese sticks green salad and caesar salad </side>
Spoken_3	User	oh uh yeah i would love a <side> caesar salad </side>
Spoken_3	Clerk	awesome that 'll be twelve dollars
Spoken_3	User	okay and do you have beverages to go with that
Spoken_3	Clerk	yep right on we 've <address> got cola root beer orange soda lemon soda mineral water </address> and ginger ale uh would you like any of those
Spoken_3	User	um on second thought i 'm fine
Spoken_3	Clerk	okay no worries um and lastly would you like that for <modality> pick up </modality> or <modality> delivery </modality>
Spoken_3	User	um i 'd like to <modality> pick up </modality> as soon as possible please
Spoken_3	Clerk	sounds good uh we will have that ready for you in <time> fifteen minutes </time>
Spoken_3	User	okay i 'll see you in <time> fifteen minutes </time>
Spoken_3	Clerk	sounds good
Spoken_3	User	bye
Spoken_3	Clerk	bye
Spoken_4	Clerk	hello
Spoken_4	User	hi can you hear me
Spoken_4	Clerk	hi yup i can hear you
Spoken_4	User	i need a <crust> deep dish </crust> pizza
Spoken_4	Clerk	oh perfect um
Spoken_4	User	can you deliver it now
Spoken_4	Clerk	yeah we can deliver it
Spoken_4	Clerk	would you like anything on your pizza
Spoken_4	User	yes obviously
Spoken_4	Clerk	okay
Spoken_4	Clerk	what would you like
Spoken_4	User	<name> cheese </name>
Spoken_4	Clerk	see you soon
Spoken_4	User	great bye
Spoken_5	Clerk	hello
Spoken_5	User	hi is this pizza
Spoken_5	Clerk	hi this is pizza
Spoken_5	User	hi id like to place an order for <quant> three </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas to be delivered
Spoken_5	Clerk	<quant> three </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas to be delivered um did you know that delivery is extra
Spoken_5	User	uh how much is it
Spoken_5	Clerk	<modality> delivery </modality> 's gon na be three dollars extra
Spoken_5	User	ugh I I ca n't do <quant> three </quant> dollars I 'm sorry change it to <modality> pick up </modality>
Spoken_5	Clerk	ok sounds good
Spoken_5	Clerk	um will there will that be all for you
Spoken_5	User	yes that 's it thank you so much
Spoken_5	Clerk	ok great so that just to confirm that is going to be um that is going to be <quant> three </quant> <size> large </size> pizzas um that is going to be 42 dollars
Spoken_5	User	ok great thank you
Spoken_5	Clerk	perfect alright i 'll see ya here in thirty minutes is that alright
Spoken_5	User	mhm thanks bye-bye
Spoken_6	User	hello
Spoken_6	Clerk	hello welcome to pizza what can I get for you
Spoken_6	User	hi i 'd like one deep dish vegan pizza with <topping> ham bacon sausage </topping> and <topping> pepperoni </topping>
Spoken_6	Clerk	so you 'd like a <crust> deep dish </crust> pizza with <topping> bacon ham sausage </topping> and <topping> pepperoni </topping>
Spoken_6	User	i 'd like one <pizza_type> vegan </pizza_type> <crust> deep dish </crust> pizza with yes all of the meat items
Spoken_6	Clerk	okay so if I understand you you 'd like a <crust> deep dish </crust> pizza with the vegan option and
Spoken_6	User	yes
Spoken_6	Clerk	and
Spoken_6	User	all
Spoken_6	Clerk	in addition <topping> bacon ham sausage </topping> and <topping> pepperoni </topping> hm may i recommend we do a half and half pizza you could have <pizza_type> meat lovers </pizza_type> on one half which are all of the additional toppings you mentioned and mozzarella
Spoken_6	User	thanks
Spoken_6	Clerk	and
Spoken_6	User	I
Spoken_6	Clerk	we could do
Spoken_6	User	actually really think I
Spoken_6	Clerk	a vegan on the right
Spoken_6	User	want the vegan pizza with <topping> ham bacon sausage </topping> and <topping> pepperoni </topping>
Spoken_6	Clerk	ok so we 're going going to do a <pizza_type> vegan </pizza_type> <crust> deep dish </crust> pizza with <topping> sausage bacon ham </topping> and <topping> pepperoni </topping> and what size pizza did you want
Spoken_6	User	<size> large </size> pizza
Spoken_6	Clerk	ok a <size> large </size> pizza so that 's our fourteen incher and can I get you any sides or drinks
Spoken_6	User	no sides and <quant> one </quant> <beverage> rootbeer </beverage>
Spoken_6	Clerk	alright so let me make sure I have that correctly uhh for your pizza we 're doing a fourteen inch deep dish vegan with <topping> bacon ham sausage </topping> and <topping> pepperoni </topping> and then we 're going to do a single root beer with that
Spoken_6	User	yes a fourteen inch deep dish vegan pizza with <topping> bacon ham sausage </topping> and <topping> pepperoni </topping> and a rootbeer with that
Spoken_6	Clerk	ok and will that be for <modality> delivery </modality> or <modality> pick up </modality>
Spoken_6	User	oh delivery is much too expensive um that 'll be <modality> pickup </modality>
Spoken_6	Clerk	can i get a name for <modality> pick up </modality>
Spoken_6	User	uh Gerald
Spoken_6	Clerk	ok Gerald so we will have your <crust> fourteen inch deep dish </crust> vegan uh pizza with <topping> bacon ham sausage </topping> and <topping> pepperoni </topping> and your rootbeer ready in about <time> fifteen minutes </time>
Spoken_6	User	i 'll be there in <time> fifteen minutes </time>
Spoken_6	Clerk	ok thank you
Spoken_6	User	thank you
Spoken_6	Clerk	for choosing pizza
Spoken_6	User	thank you bye
Spoken_6	Clerk	bye
Text_1	Clerk	Hello ! Pizza here , how may I help you
Text_1	User	Um hi is this the pizza on <address> 12345 St </address> ?
Text_1	Clerk	Yup , this is us ! Would you like to order a pizza ?
Text_1	User	I need to place a <modality> delivery </modality> order for my son ’ s birthday party tonight at 6 . We need <quant> 5 </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> and <quant> 5 </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizzas , 2 liters of lemon soda , and 2 liters of cola . And one order of breadsticks . And the address is 54321 St Seattle . The passcode for the gate is <numeric> 1234 </numeric> # .
Text_1	Clerk	So exciting , happy birthday to your son ! Let me check your food order - os that ’ s <quant> 5 </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> , <quant> 5 </quant> <size> large </size> <pizza_type> cheese </pizza_type> , 2 liters of lemon soda , 2 liters of cola , and <quant> 1 </quant> order of breadsticks . Is that correct ?
Text_1	User	Right and we need it at 6pm sharp
Text_1	User	The party theme is teenage mutant ninja turtles
Text_1	Clerk	No problem - I ’ ll make a note to the delivery person not to be late ! What type of crust would you like with your pizzas ?
Text_1	Clerk	Ugh , my favorite : )
Text_1	User	Regular crust , these kids are pretty picky eaters .
Text_1	Clerk	Aren ’ t they all : ) Perfect , would you like any additional toppings ?
Text_1	User	No , I want these pizzas to actually get eaten . Let ’ s keep them as plain as possible . Do you take my card now or will the driver have a POS ?
Text_1	Clerk	Haha - keeping it real . Sound good . I can go ahead and take your card now . Would you like know your total ?
Text_1	User	Yes please
Text_1	Clerk	Of course , that will be $ 161 . I ’ ll take the card when you ’ re ready !
Text_1	User	It ’ s <numeric> 1234 1234 1234 1234 </numeric> . The security code is <numeric> 123 </numeric>
Text_1	Clerk	Great , and expiration date ?
Text_1	User	<numeric> 01/02 </numeric>
Text_1	Clerk	Wonderful . You ’ re all set . And I ’ m throwing in a our special mutant ninja themed soda just for the party ( don ’ t worry , its just coke ) . It will be there at 6pm sharp ! ! !
Text_1	User	Great thank you bye
Text_2	Clerk	Hi ! Welcome to Pizza - ready to take your order . Are you ready ?
Text_2	User	olive pizza
Text_2	Clerk	Got it . I ’ ll give you the <size> medium </size> <crust> regular </crust> <pizza_type> cheese </pizza_type> and <topping> throw olives </topping> on there for $ 2 extra . Nothing to drink I ’ m assuming . Is that for pick-up ?
Text_2	User	how much ?
Text_2	Clerk	$ 14.00
Text_2	User	DEEP dish
Text_2	Clerk	$ 16.00
Text_2	User	okay see you soon
Text_2	Clerk	Is that for <modality> pick up </modality> ?
Text_2	User	yes bye
Text_2	Clerk	Okay - we will take your payment when you get here . goodbye .
Text_3	Clerk	Hi ! This is pizza , may I take your order ?
Text_3	User	Hi I ’ ve got a big order for you . I am gon na need <quant> one </quant> <size> large </size> <crust> gluten free </crust> pizza , half Hawaii half meat lover ’ s with <topping> extra mushrooms </topping> . <quant> One </quant> <size> medium </size> <pizza_type> cheese </pizza_type> pizza , nothing special , <quant> one </quant> <size> large </size> <pizza_type> veggie supreme </pizza_type> , <quant> one </quant> <size> small </size> <pizza_type> vegan </pizza_type> <crust> thin </crust> crust , and <quant> two </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> , <crust> deep dish </crust>
Text_3	User	on second thought can you make all of the large ’ s gluten free ?
Text_3	Clerk	Hey - no problem . <quant> One </quant> <size> large </size> <pizza_type> half Hawaii half meat lover ’ </pizza_type> s with <topping> extra mushrooms </topping> , <quant> one </quant> <size> medium </size> <pizza_type> cheese </pizza_type> , <quant> one </quant> <size> large </size> <pizza_type> veggie supreme </pizza_type> , <quant> one </quant> <size> small </size> <pizza_type> vegan </pizza_type> <crust> thin </crust> crust , and <quant> two </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> , <crust> deep dish </crust> . Gluten free crust on the large pizzas .
Text_3	Clerk	Would you like anything to drink ?
Text_3	User	No , all the large pizzas should have <crust> gluten free </crust> crust . And I. only want <topping> mushrooms </topping> on the meat half of the half and half pizza .
Text_3	Clerk	Gotcha , gluten free crust on the large - no <crust> deep dish </crust> . Only mushrooms on the meat half of that first pizza . Is that right ?
Text_3	User	Yes thank you that ’ ll be it
Text_3	Clerk	That ’ s all for you - your total will be $ <numeric> 84 </numeric>
Text_3	User	Okay , my card is <numeric> 1234 1234 1234 1234 </numeric> , the name is John John . Can you have that delivered to <address> 12345 St. </address> ?
Text_3	Clerk	No problem John John , that ’ ll just be $ 3 for <modality> delivery </modality> . Got your card as <numeric> 1234 1234 1234 1234 </numeric> . We ’ ll be at <address> 12345 St </address> in a jiffy
Text_3	User	Thanks there ’ s a hefty tip here for you if it ’ s all correct
Text_3	Clerk	Ah , we at Pizza always appreciate our customers thinking of our service .
Text_3	Clerk	If you don ’ t mind me asking…
Text_3	Clerk	How much are you thinking ? With the tip
Text_3	User	You ’ ll have to count it yourself , it ’ s in nickels
Text_3	User	Goodbye
Text_4	Clerk	Sup
Text_4	User	I ’ d like to place a <modality> delivery </modality> order , to <address> 12345 St. </address> Is that within your geographic bounds ?
Text_4	Clerk	Yea , you good
Text_4	User	I would like to order a <size> medium </size> <crust> thin </crust> crust pizza , with <topping> green onions </topping> , <topping> black mushrooms </topping> , and <topping> sausage peppers </topping> .
Text_4	Clerk	Bet . That ’ s it ?
Text_4	User	That ’ s all . When will the garcon arrive ?
Text_4	Clerk	Not sure . Just look out for my man Jimmy
Text_4	User	I suppose I will let the groundskeeper know that James is on his way… Thank you young man .
Text_4	Clerk	For sure - he ’ s the homie . Peace out .
Text_5	User	Hello is there a person there ?
Text_5	User	REPRESENTATIVE
Text_5	Clerk	Oh , hi ! ! I didn ’ t hear you there . I ’ m here ! !
Text_5	Clerk	This is William . How are you today ?
Text_5	User	I need to make a <modality> take out </modality> order for John . We need enough breadsticks to feed 15 people . How many orders is that ?
Text_5	Clerk	Oh um , just a second here..
Text_5	Clerk	By my guess you need at least 4 orders , maybe 5 if you ’ re hungry though ...
Text_5	Clerk	So it ’ s really up to you - I don ’ t want to speak for your stomachs !
Text_5	Clerk	But I ’ d go with <quant> four </quant> orders . And that will be… $ <numeric> 28 </numeric>
Text_5	User	Okay let ’ s do five just in case . And how much extra would it be to add cheese and <topping> bacon </topping> to those ?
Text_5	Clerk	Ah ! Cheese is $ 2 extra per order . Thats $ 8 total . Unfortunately we don ’ t have <side> bacon breadsticks </side> here : /
Text_5	Clerk	I COULD throw some <topping> bacon </topping> on the side for $ 3… would you like that ?
Text_5	User	That ’ d be perfect thanks . When will everything be ready ?
Text_5	Clerk	Oh , ok ok , we ’ ll do that then . Those are ready now , actually . Come by whenever you can !
Text_5	User	Great I ’ ll drive over now bye-bye
Text_5	Clerk	Great !
Text_5	Clerk	Bye !
Text_6	Clerk	Hello . Welcome to Pizza . May I take your order ?
Text_6	User	Do any of your specialty pizzas have <topping> pineapple </topping> and <topping> ham </topping> ?
Text_6	Clerk	That ’ s the Hawaiian , it ’ s a fan favorite
Text_6	User	Okay then I will place a <modality> pick up </modality> order for a <size> large </size> <pizza_type> Hawaiian </pizza_type> pizza and a coke .
Text_6	Clerk	What kind of crust do you want ?
Text_6	User	normal crust is fine .
Text_6	Clerk	Anything else ?
Text_6	User	That will be all . The person coming to pick up the food is John .
Text_6	Clerk	That ’ ll be $ 17.50 . Food ’ s ready in 10 . Cheers .
Text_6	User	Thank you ma ’ am .
Text_6	Clerk	No problem . Have a blessed day .
Text_7	Clerk	Hi ! Welcome to Pizza , the hoppin-est pizza spot in all of City . How can I help you today ?
Text_7	User	Let me find my menu here
Text_7	Clerk	Oh no problem ! If you have any questions , please do not hesitate to ask me .
Text_7	User	Yes , I would like to place a deliver order for John . Do you have any <size> large </size> <pizza_type> vegan </pizza_type> pizzas that could be ready in less than <time> 15 minutes </time> ?
Text_7	Clerk	Vegan ! Of course , we have a strong vegan customer base . Our Vegan pizza comes with <topping> green peppers </topping> , <topping> red onions </topping> , <topping> mushrooms </topping> , and <topping> black olives </topping> . Is that okay with you ?
Text_7	User	Can you have that ready in <time> fifteen minutes </time> ?
Text_7	Clerk	We ’ ll make it happen . But first , what crust would you like for that large Vegan ?
Text_7	User	What is the fastest to make ?
Text_7	Clerk	That ’ ll be the thin crust .
Text_7	User	Okay I will take two of the <crust> thin </crust> crusts then .
Text_7	Clerk	Sounds great - <quant> two </quant> <size> large </size> thing crust vegan pizzas coming up in <time> 15 minutes </time> . Is that all for you sir ?
Text_7	User	That is all
Text_7	Clerk	Great . Would you like me take your card now , or to pay in person ?
Text_7	User	My card is <numeric> 1234 1234 1234 1234 </numeric> . The name on the card is John Johnson
Text_7	Clerk	Awesome John . You ’ re all set . Thanks for choosing Pizza , and do come again !
Text_7	User	See you in <time> 15 minutes </time> .
Text_8	Clerk	Hi
Text_8	User	Hello ?
Text_8	Clerk	Hi
Text_8	User	Hello are you Pizza Restaurant ?
Text_8	Clerk	That ’ s what they call me
Text_8	User	Can you take my order ?
Text_8	Clerk	Sure .
Text_8	User	Can I have my order delivered ?
Text_8	Clerk	Delivery is $ 3 extra .
Text_8	User	I would like my order delivered please .
Text_8	User	Do you have a pen and paper ready ? I know what I want .
Text_8	Clerk	Cool . Go for it
Text_8	User	Okay I would like a <pizza_type> veggie supreme </pizza_type> pizza , with <topping> pineapple </topping> , too , on a <size> medium </size> <crust> gluten free </crust> crust . And that will be all .
Text_8	User	Did you get that ?
Text_8	Clerk	Sorry , we ’ re out of veggies today . Only meat and chees
Text_8	User	You should have said something .
Text_8	User	Let me look at the menu again .
Text_8	Clerk	Ok .
Text_8	User	Okay , I would like a Hawaiian pizza then instead . On a <size> medium </size> <crust> gluten free </crust> crust . You ’ ve still got <topping> pineapple </topping> don ’ t you ? It ’ s a fruit not a vegetable .
Text_8	Clerk	Ah , yeah we got those . 1 Hawaiian coming up . That ’ s it ?
Text_8	User	And you got that I wanted that on a <crust> gluten free </crust> crust right ?
Text_8	Clerk	Oh…do we… yeah ok .
Text_8	User	Can you repeat the order back to me ?
Text_8	Clerk	Uh…
Text_8	Clerk	Gluten free Hawaiian , oh medium size
Text_8	Clerk	That it ?
Text_8	User	Yes that ’ s right , and for <modality> delivery </modality> . Do you have my address ?
Text_8	Clerk	Nope .
Text_8	User	Can you take it down now ?
Text_8	Clerk	Sure .
Text_8	Clerk	What ’ s your address
Text_8	User	My address is <address> 12345 St. Did </address> you get that ?
Text_8	Clerk	Got it .
Text_8	User	When will your driver be arriving ?
Text_8	Clerk	Uh… should be… 20 minutes .
Text_8	User	In 20 minutes ? Okay thank you very much .
Text_8	Clerk	Bye
Text_9	Clerk	Hi there !
Text_9	Clerk	Pizza here .
Text_9	User	Hello this is John I want to get my usual pickup order for Saturdays .
Text_9	Clerk	Oh hey John ! I got ya . That ’ s the <size> large </size> <pizza_type> cheese </pizza_type> with Swiss and <topping> green pepper </topping> , right ?
Text_9	User	Yes , you remembered great . Can you have that ready in <time> 30 minutes </time> ? And throw in an orange pop today too ?
Text_9	Clerk	No problem , its on the house . Cheese sticks too - I know your boy loves those
Text_9	User	You guys are the best
Text_9	Clerk	Yup . Come swing by , I ’ ll have the hawks game on
Text_9	Clerk	Can ’ t believe Wilson is out for the season
Text_9	Clerk	Eh , what can you do
Text_9	User	Another day , another disaster
Text_9	Clerk	If that ain ’ t the truth . See ya soon John
Text_9	User	Just don ’ t let your old lady find out how much you bet Jerry on the last one
Text_9	User	Haha see you John
Text_9	Clerk	Oh , I won ’ t ...
Text_9	User	Alright peace out brother
Text_10	Clerk	Hello !
Text_10	Clerk	Can I take your order ?
Text_10	User	Yes I ’ d like to place a to-go order for a <size> small </size> <crust> deep dish </crust> pizza with <topping> cheddar </topping> , <topping> swiss </topping> , <topping> provolone </topping> , <topping> green peppers </topping> , <topping> red onion </topping> , <topping> mushrooms </topping> , <topping> onions </topping> , and <topping> olives </topping> .
Text_10	Clerk	Got it - <size> small </size> <crust> deep dish </crust> <pizza_type> veggie supreme </pizza_type> , with <topping> cheddar provolone </topping> & Swiss ( no moz )
Text_10	Clerk	That will be $ <numeric> 15 </numeric>
Text_10	Clerk	Any sides for you ?
Text_10	User	And that has all the toppings I want , the <pizza_type> veggie supreme </pizza_type> ?
Text_10	Clerk	Yes !
Text_10	Clerk	You ’ re all set
Text_10	User	Great , I won ’ t need any sides .
Text_10	User	The name of the order is Jane .
Text_10	Clerk	Great Jane , anything to drink as well ?
Text_10	User	No just the pizza
Text_10	Clerk	Just the pizza for you Jane . Pick-up will be ready in just 30 minutes . You can pay when you get here
Text_10	User	Great see you then .
Text_10	Clerk	See you !
Text_11	Clerk	Hello , this is Pizza what can I get started for you ?
Text_11	User	Hi ! Sorry , erm , just a moment here
Text_11	User	Let ’ s see
Text_11	Clerk	Are you still there ?
Text_11	User	Hi ! Yes , sorry about that . I ’ m looking for a heavy meat option , do you have anything that might work for me ?
Text_11	Clerk	I suggest a <size> large </size> <pizza_type> deep dish meat lover ’ </pizza_type> s pizza . The deep dish allows for more toppings . And I can add extra <topping> bacon </topping> and <topping> sausage </topping> for only $ 6 .
Text_11	User	Oh , wow . That sounds awesome . Just making sure , there is <pizza_type> pepperoni </pizza_type> on that ?
Text_11	Clerk	Yes . Would you like double <pizza_type> pepperoni </pizza_type> for only $ 2.50 more ?
Text_11	User	Oh , WOW . Yes , please
Text_11	User	Do you have salami as well ?
Text_11	Clerk	I am afraid we don ’ t . But if you are looking for a little more zing , I can add <topping> red onions </topping> for just $ 2.00 extra .
Text_11	User	Oof . Let me think here .
Text_11	Clerk	Sure
Text_11	User	Ok , not a big veggie guy , but that could be good . Let ’ s give it a shot .
Text_11	Clerk	Okay , your total is $ 26.50 . Will this be for <modality> pick up </modality> or delivery ?
Text_11	User	Cool . I can come get it . Do you know when that will be ready ?
Text_11	Clerk	It should be ready in <time> 45 minutes </time> . Thank you for choosing Pizza Restaurant !
Text_11	User	Perfect ! Thank you so much . See you then
Text_12	User	Hey there , is this Pizza ?
Text_12	Clerk	Hello welcome to Pizza Restaurant home of the Veggie Supreme ! Can I get a name for this order ?
Text_12	User	Yes , my name - this is <name> Person </name>
Text_12	Clerk	Hello Person , can I start you off with a <size> medium </size> Veggie Supreme ?
Text_12	User	Oh - Veggie supreme - what ’ s in that ?
Text_12	Clerk	It has got bell peppers , onion , <topping> mushrooms </topping> , and <topping> olives </topping> . And we can make that with any crust , any size you ’ d like . Should I add that to your order ?
Text_12	User	That sounds interesting ! But I think I ’ ll stick with Cheese today .
Text_12	Clerk	Okay , cheese pizza . Would you like a <size> 12 </size> ” ?
Text_12	User	12 ” - is that the medium size ?
Text_12	Clerk	Yes , we also have a <size> 10 ” small </size> and a <size> 14 ” large </size> . Price for size , the <size> large </size> is your best option .
Text_12	Clerk	Should I stick with the medium ?
Text_12	User	Hm , ok - the <size> large </size> sounds great . Do you have <crust> cheese filled </crust> crust ?
Text_12	Clerk	We don ’ t unfortunately . We have thin , regular , deep dish , and gluten free options .
Text_12	Clerk	Should I stick with the <crust> regular </crust> crust ?
Text_12	User	Darn !
Text_12	User	I ’ ll go with the <crust> deep dish </crust> then .
Text_12	Clerk	Okay , <quant> one </quant> <size> medium </size> <crust> deep dish </crust> <pizza_type> cheese </pizza_type> pizza for you Person . Would you like any sides today ?
Text_12	User	Perfect , I can ’ t wait . That ’ ll be all !
Text_12	Clerk	Okay , Person . Should we expect your for <modality> pick up </modality> or should we send this cheese pizza out for <modality> delivery </modality> ?
Text_12	User	Delivery , please !
Text_12	Clerk	Can you please provide your address ?
Text_12	User	Yup , it ’ s <address> 12345 St </address>
Text_12	Clerk	Okay we will send a <size> medium </size> <crust> deep dish </crust> <pizza_type> cheese </pizza_type> pizza to <address> 12345 St </address> right away . Thank you and enjoy your meal !
Text_12	User	Wonderful . Thanks .
Text_13	Clerk	Hello welcome to pizza can I take your order/
Text_13	User	Hi ! Do you have any soda ?
Text_13	Clerk	Yes we have cola , root beer , orange , lemon , mineral water , and ginger ale .
Text_13	User	Ack ! No Pepsi ? Well Coke is fine , I ’ ll have <quant> 2 </quant> liters
Text_13	User	No pizza today
Text_13	Clerk	Okay , that will come to $ 6.00 . Can I get a name and contact for the order ?
Text_13	User	Right - it 's Person Person
Text_13	User	My number is <numeric> 123456789 </numeric>
Text_13	Clerk	Thank you Person . Should we deliver the soda to you ?
Text_13	User	I ’ ll come get it , thanks .
Text_13	Clerk	Okay , you can come by any time after 1:15 for the cokes . See you later !
Text_13	User	Perfect . Thank you !
Text_14	User	Hello ?
Text_14	Clerk	Hello , you ’ ve reached the Pizza Restaurant order fulfillment service . How many pizzas will you be ordering today ?
Text_14	User	Hi ! I ’ d like to place an order for <quant> 2 </quant> <size> small </size> pizzas - one is a regular vegan , and the other is a <crust> deep dish </crust> <pizza_type> veggie surpreme </pizza_type> .
Text_14	User	Also , i ’ ll add a liter of orange soda
Text_14	User	That ’ s correct .
Text_14	Clerk	Is this for <modality> delivery </modality> or <modality> take out </modality> ?
Text_14	User	Take out .
Text_14	Clerk	Can I get a name for the order ?
Text_14	User	Mr Man
Text_14	Clerk	Great Mr. Man . Your order will be ready for <modality> take out </modality> in <time> 25 minutes </time> . See you soon .
Text_14	User	Perfect . Thanks so much .
Text_14	User	I ’ ll be there in <time> 25 min </time>
Text_14	Clerk	Sure thing , bye-bye .
Text_15	Clerk	Delivery or <modality> pick up </modality> ?
Text_15	User	Hi there ! I ’ d like to place an order for <modality> delivery </modality>
Text_15	User	Just confirming , this is Pizza Pizza on 23456 Ave ?
Text_15	Clerk	Yes , that ’ s right . What is the address for <modality> delivery </modality> ?
Text_15	User	Great . The address will be <address> 76543 Blvd </address>
Text_15	Clerk	Perfect , that is just within our delivery boundary . What can I add to your order ?
Text_15	User	Can I please get <quant> one </quant> <size> large </size> Hawaiian Pizza with <topping> extra sausage </topping> ?
Text_15	Clerk	What crust would you like on that <size> large </size> <pizza_type> hawaiian </pizza_type> pizza with <topping> sausage </topping> ?
Text_15	User	Hm - what kinds of crusts are available ?
